sale_id,date_sales,community,brand,model,units,unit_price,total_amount
365,12/3/2023,Andalucia,Apple,iPhone 15,3,1218.11,3654.33
366,9/28/2025,Valencia,OPPO,Reno 8,1,1273.61,1273.61
367,9/28/2023,Castilla La Mancha,OPPO,Reno 8,5,669.28,3346.4
368,9/23/2024,Castilla La Mancha,Motorola,Edge 40,1,644.94,644.94
369,5/30/2023,Valencia,Samsung,Galaxy Z Flip,1,679.62,679.62
370,5/22/2023,Madrid,Samsung,Galaxy Z Flip,4,189.67,758.68
371,5/10/2025,Andalucia,OPPO,Reno 8,3,1391.07,4173.21
372,2/8/2025,Pais Vasco,OPPO,Find X5,1,1003.41,1003.41
373,8/31/2023,Castilla y Leon,Motorola,Edge 40,2,1391.06,2782.12
374,4/1/2024,Andalucia,OPPO,A78,1,1095.22,1095.22
375,12/25/2025,Pais Vasco,Xiaomi,Mi 11,4,1179.2,4716.8
376,11/14/2023,Castilla y Leon,Apple,iPhone 14,3,385.6,1156.8
377,2/2/2023,Pais Vasco,Samsung,Galaxy S21,2,407.6,815.2
378,7/3/2025,Madrid,Samsung,Galaxy Z Flip,5,990.03,4950.15
379,4/3/2025,Madrid,Samsung,Galaxy S21,4,442.92,1771.68
380,10/28/2025,Andalucia,Apple,iPhone 13,3,442.7,1328.1
381,4/30/2024,Castilla y Leon,Motorola,G82,3,1245.32,3735.96
382,9/7/2024,Pais Vasco,Motorola,Edge 40,3,226.2,678.6
383,5/24/2025,Andalucia,Motorola,Razr 40,5,769.53,3847.65
384,12/10/2025,Pais Vasco,Xiaomi,Poco X5,3,1020.39,3061.17
385,2/9/2025,Galicia,OPPO,Reno 8,2,1093.02,2186.04
386,9/7/2024,Valencia,OPPO,Reno 8,2,1157.22,2314.44
387,5/3/2025,Pais Vasco,Samsung,Galaxy Z Flip,5,812.49,4062.45
388,2/21/2024,Galicia,OPPO,Reno 8,3,958.38,2875.14
389,1/26/2024,Cataluña,OPPO,Find X5,1,485.58,485.58
390,5/30/2023,Madrid,Motorola,Razr 40,2,1155.81,2311.62
391,9/8/2025,Valencia,Motorola,Razr 40,2,1236.84,2473.68
392,3/9/2024,Madrid,Xiaomi,Mi 11,2,1352.6,2705.2
393,5/11/2024,Castilla La Mancha,Samsung,Galaxy Z Flip,5,1029.71,5148.55
394,8/2/2024,Castilla y Leon,OPPO,Reno 8,4,732.81,2931.24
395,1/6/2025,Galicia,Xiaomi,Mi 11,5,1253.51,6267.55
396,10/17/2024,Castilla La Mancha,OPPO,Reno 8,2,613.38,1226.76
397,10/26/2023,Valencia,OPPO,Reno 8,1,475.97,475.97
398,8/27/2024,Pais Vasco,Motorola,Razr 40,2,395.24,790.48
399,10/19/2025,Valencia,Apple,iPhone 14,5,968.26,4841.3
400,10/1/2025,Castilla La Mancha,Xiaomi,Mi 11,4,360.29,1441.16
401,9/27/2025,Andalucia,Xiaomi,Redmi Note 12,2,1296.12,2592.24
402,12/9/2025,Madrid,Motorola,Razr 40,1,1198.84,1198.84
403,1/14/2023,Madrid,Samsung,Galaxy Z Flip,4,321.86,1287.44
404,1/19/2023,Andalucia,Apple,iPhone 13,2,782.17,1564.34
405,9/26/2025,Castilla La Mancha,Xiaomi,Redmi Note 12,1,158.27,158.27
406,2/4/2023,Madrid,Motorola,G82,5,1052.74,5263.7
407,10/25/2025,Madrid,Motorola,G82,4,1157.71,4630.84
408,12/9/2025,Cataluña,Apple,iPhone 13,2,451.21,902.42
409,12/26/2024,Galicia,Motorola,Razr 40,3,1143.67,3431.01
410,7/29/2025,Pais Vasco,Samsung,Galaxy A54,5,454.01,2270.05
411,3/6/2023,Cataluña,Apple,iPhone 14,1,656.6,656.6
412,4/25/2023,Castilla La Mancha,OPPO,A78,1,1028.56,1028.56
413,11/9/2024,Pais Vasco,Samsung,Galaxy A54,5,1371.66,6858.3
414,4/15/2024,Madrid,Samsung,Galaxy Z Flip,2,1276.59,2553.18
415,4/6/2023,Galicia,Motorola,G82,1,1005.54,1005.54
416,1/3/2024,Madrid,Xiaomi,Poco X5,3,169.57,508.71
417,3/26/2025,Andalucia,Apple,iPhone 15,1,524.1,524.1
418,11/10/2024,Pais Vasco,Motorola,Edge 40,4,1094.51,4378.04
419,10/22/2025,Cataluña,Apple,iPhone 15,3,217.12,651.36
420,11/28/2024,Cataluña,OPPO,Reno 8,5,1111.26,5556.3
421,3/2/2023,Castilla y Leon,Motorola,G82,3,1129.44,3388.32
422,12/29/2024,Valencia,OPPO,Find X5,5,1326.43,6632.15
423,6/25/2023,Pais Vasco,OPPO,Reno 8,5,519.22,2596.1
424,6/18/2023,Cataluña,Apple,iPhone 15,3,342.78,1028.34
425,10/10/2024,Pais Vasco,Apple,iPhone 15,3,283.19,849.57
426,1/7/2025,Castilla La Mancha,Samsung,Galaxy A54,3,277.79,833.37
427,7/8/2025,Pais Vasco,Samsung,Galaxy S21,5,843.43,4217.15
428,7/3/2023,Madrid,OPPO,Reno 8,3,842.77,2528.31
429,2/27/2025,Castilla y Leon,Motorola,Razr 40,1,514.81,514.81
430,12/3/2025,Valencia,OPPO,Reno 8,2,1006.64,2013.28
431,9/8/2024,Galicia,Apple,iPhone 13,3,766.4,2299.2
432,7/19/2024,Pais Vasco,Samsung,Galaxy S21,4,524.69,2098.76
433,5/20/2024,Galicia,Samsung,Galaxy A54,4,892.26,3569.04
434,10/5/2023,Cataluña,Apple,iPhone 14,3,158.46,475.38
435,11/5/2024,Pais Vasco,OPPO,Find X5,4,568.42,2273.68
436,10/18/2024,Galicia,Motorola,Edge 40,5,1334.1,6670.5
437,12/30/2023,Castilla y Leon,Apple,iPhone 14,4,1360.91,5443.64
438,5/11/2024,Castilla La Mancha,Xiaomi,Poco X5,3,620.07,1860.21
439,2/14/2024,Cataluña,OPPO,Find X5,5,1396.58,6982.9
440,8/3/2025,Madrid,Apple,iPhone 15,2,698.07,1396.14
441,4/17/2025,Cataluña,Xiaomi,Poco X5,4,323.97,1295.88
442,11/12/2023,Galicia,Xiaomi,Redmi Note 12,4,1136.35,4545.4
443,3/31/2025,Castilla La Mancha,Samsung,Galaxy A54,5,783.27,3916.35
444,1/6/2025,Madrid,OPPO,A78,5,892.27,4461.35
445,12/28/2024,Valencia,Samsung,Galaxy S21,2,958.75,1917.5
446,11/10/2024,Pais Vasco,Samsung,Galaxy Z Flip,4,282.43,1129.72
447,11/11/2025,Valencia,Samsung,Galaxy A54,5,847.49,4237.45
448,2/5/2025,Castilla La Mancha,Motorola,Edge 40,4,728.83,2915.32
449,12/7/2024,Andalucia,Motorola,Razr 40,1,753.46,753.46
450,8/26/2023,Cataluña,Xiaomi,Mi 11,2,585.41,1170.82
451,12/3/2025,Valencia,Xiaomi,Mi 11,4,585.38,2341.52
452,10/15/2024,Castilla La Mancha,Samsung,Galaxy A54,1,525.33,525.33
453,8/12/2023,Castilla y Leon,Samsung,Galaxy S21,2,1312.4,2624.8
454,11/24/2023,Andalucia,Apple,iPhone 15,3,849.81,2549.43
455,1/13/2024,Pais Vasco,OPPO,Reno 8,2,950.6,1901.2
456,2/9/2024,Madrid,OPPO,Find X5,4,890.25,3561
457,2/26/2024,Valencia,OPPO,Reno 8,3,1090.41,3271.23
458,1/18/2024,Cataluña,Samsung,Galaxy Z Flip,3,557.48,1672.44
459,9/29/2025,Galicia,OPPO,Reno 8,5,1357.4,6787
460,3/14/2025,Pais Vasco,Xiaomi,Poco X5,5,292.79,1463.95
461,9/1/2024,Andalucia,Xiaomi,Mi 11,5,887.71,4438.55
462,5/3/2024,Cataluña,Apple,iPhone 14,3,296.19,888.57
463,11/12/2025,Andalucia,Xiaomi,Poco X5,4,672.8,2691.2
464,5/16/2025,Pais Vasco,Apple,iPhone 15,2,758.34,1516.68
465,12/8/2023,Andalucia,Motorola,Razr 40,4,511.04,2044.16
466,4/20/2023,Castilla La Mancha,Apple,iPhone 14,3,1339.8,4019.4
467,2/25/2025,Valencia,OPPO,Reno 8,5,781.8,3909
468,5/1/2025,Castilla La Mancha,OPPO,Find X5,4,760.87,3043.48
469,3/27/2024,Madrid,Samsung,Galaxy Z Flip,3,190.87,572.61
470,12/11/2023,Galicia,Apple,iPhone 15,4,857.06,3428.24
471,8/22/2023,Cataluña,OPPO,A78,3,1118.89,3356.67
472,6/22/2025,Madrid,Xiaomi,Poco X5,5,423.18,2115.9
473,9/1/2024,Valencia,OPPO,Reno 8,1,712.17,712.17
474,8/29/2023,Castilla La Mancha,Xiaomi,Redmi Note 12,2,412.35,824.7
475,5/26/2025,Castilla y Leon,Motorola,Razr 40,2,920.19,1840.38
476,12/19/2024,Madrid,Apple,iPhone 13,5,501.36,2506.8
477,8/22/2024,Castilla y Leon,Motorola,Edge 40,3,865.92,2597.76
478,10/5/2023,Cataluña,Motorola,Razr 40,4,1298.46,5193.84
479,9/29/2023,Andalucia,Xiaomi,Poco X5,2,332.8,665.6
480,9/29/2025,Pais Vasco,Xiaomi,Redmi Note 12,2,871.78,1743.56
481,2/7/2025,Pais Vasco,Xiaomi,Poco X5,4,244.4,977.6
482,1/25/2025,Galicia,Samsung,Galaxy A54,4,1337.82,5351.28
483,7/10/2023,Madrid,Xiaomi,Poco X5,4,943.55,3774.2
484,3/22/2024,Pais Vasco,Xiaomi,Redmi Note 12,4,1181.06,4724.24
485,8/3/2024,Castilla y Leon,OPPO,Find X5,3,834.14,2502.42
486,12/4/2024,Castilla La Mancha,Apple,iPhone 15,1,207.43,207.43
487,11/20/2023,Cataluña,OPPO,Reno 8,4,720.65,2882.6
488,9/10/2024,Andalucia,OPPO,Reno 8,2,1243.03,2486.06
489,5/27/2024,Castilla y Leon,Xiaomi,Redmi Note 12,1,614.8,614.8
490,9/17/2024,Pais Vasco,Apple,iPhone 13,2,686.54,1373.08
491,1/3/2023,Cataluña,Samsung,Galaxy Z Flip,2,746.01,1492.02
492,11/29/2025,Valencia,Apple,iPhone 15,4,161.61,646.44
493,9/28/2023,Pais Vasco,Xiaomi,Redmi Note 12,4,238.54,954.16
494,7/31/2023,Cataluña,OPPO,Reno 8,3,609.45,1828.35
495,9/30/2023,Pais Vasco,Xiaomi,Redmi Note 12,2,235.51,471.02
496,6/20/2025,Andalucia,Motorola,Edge 40,3,1053.04,3159.12
497,3/20/2024,Castilla La Mancha,Apple,iPhone 14,1,1270.74,1270.74
498,12/20/2024,Pais Vasco,Apple,iPhone 13,4,543.13,2172.52
499,6/22/2023,Galicia,Apple,iPhone 13,2,841.75,1683.5
500,2/24/2023,Galicia,Motorola,Razr 40,3,406.81,1220.43
501,3/13/2025,Valencia,Motorola,Razr 40,3,957.71,2873.13
502,8/19/2023,Pais Vasco,Apple,iPhone 14,2,774.48,1548.96
503,1/9/2025,Madrid,Motorola,Edge 40,3,314.98,944.94
504,12/20/2023,Castilla y Leon,Motorola,G82,4,1343.07,5372.28
505,1/29/2023,Cataluña,Samsung,Galaxy S21,3,419.68,1259.04
506,10/23/2025,Galicia,Samsung,Galaxy A54,4,679.47,2717.88
507,7/22/2024,Andalucia,OPPO,Reno 8,1,537.38,537.38
508,10/31/2024,Andalucia,Motorola,Edge 40,4,883.05,3532.2
509,5/3/2024,Pais Vasco,Samsung,Galaxy A54,1,455.6,455.6
510,4/23/2023,Castilla La Mancha,OPPO,Reno 8,3,982.6,2947.8
511,10/9/2023,Madrid,Apple,iPhone 13,1,354.79,354.79
512,12/8/2023,Galicia,Xiaomi,Poco X5,3,308.66,925.98
513,3/2/2023,Cataluña,Xiaomi,Poco X5,3,1158.88,3476.64
514,6/22/2024,Cataluña,Xiaomi,Poco X5,5,934.42,4672.1
515,4/24/2023,Castilla y Leon,OPPO,Find X5,4,1224.2,4896.8
516,6/6/2024,Andalucia,Apple,iPhone 14,1,1267.84,1267.84
517,4/1/2023,Madrid,Samsung,Galaxy S21,1,455.69,455.69
518,11/4/2023,Pais Vasco,OPPO,Find X5,2,1313.95,2627.9
519,4/4/2024,Pais Vasco,Samsung,Galaxy Z Flip,3,460.33,1380.99
520,2/2/2025,Cataluña,Xiaomi,Mi 11,1,777.55,777.55
521,11/22/2025,Valencia,Samsung,Galaxy S21,1,1342.6,1342.6
522,9/28/2024,Galicia,Samsung,Galaxy A54,3,257.98,773.94
523,2/15/2024,Castilla y Leon,OPPO,Reno 8,3,854.76,2564.28
524,8/8/2025,Valencia,Xiaomi,Poco X5,3,889.61,2668.83
525,11/5/2023,Valencia,OPPO,Reno 8,1,1315.5,1315.5
526,1/20/2023,Castilla y Leon,Samsung,Galaxy S21,3,151.83,455.49
527,8/1/2023,Galicia,OPPO,A78,2,812.27,1624.54
528,5/3/2023,Castilla La Mancha,Apple,iPhone 14,2,1039.57,2079.14
529,11/30/2025,Valencia,Samsung,Galaxy S21,4,1026.06,4104.24
530,7/15/2023,Cataluña,Xiaomi,Mi 11,5,316.89,1584.45
531,6/9/2025,Madrid,OPPO,Reno 8,2,445.96,891.92
532,10/30/2024,Pais Vasco,Xiaomi,Mi 11,3,715.95,2147.85
533,10/6/2023,Valencia,Apple,iPhone 13,5,286.22,1431.1
534,8/12/2025,Castilla La Mancha,Samsung,Galaxy S21,3,658.14,1974.42
535,7/14/2025,Valencia,Motorola,G82,3,729.18,2187.54
536,9/15/2024,Andalucia,Samsung,Galaxy S21,5,200.41,1002.05
537,5/23/2024,Cataluña,Xiaomi,Redmi Note 12,3,645.31,1935.93
538,6/16/2024,Galicia,Samsung,Galaxy Z Flip,2,188.85,377.7
539,7/13/2023,Valencia,OPPO,Find X5,4,277.38,1109.52
540,5/7/2023,Madrid,Apple,iPhone 13,2,313.39,626.78
541,6/14/2024,Cataluña,OPPO,Find X5,1,177.25,177.25
542,9/21/2023,Castilla La Mancha,Samsung,Galaxy S21,1,1281.35,1281.35
543,8/2/2025,Madrid,Xiaomi,Redmi Note 12,1,359.99,359.99
544,10/13/2025,Pais Vasco,Motorola,G82,1,628.41,628.41
545,3/15/2024,Castilla y Leon,OPPO,Reno 8,2,493.73,987.46
546,5/18/2024,Madrid,OPPO,Reno 8,3,773.61,2320.83
547,6/29/2023,Madrid,Motorola,G82,3,628.77,1886.31
548,2/9/2023,Valencia,OPPO,Reno 8,4,1127.39,4509.56
549,12/5/2024,Castilla La Mancha,Xiaomi,Mi 11,5,777.99,3889.95
550,2/23/2023,Andalucia,OPPO,Find X5,3,896.4,2689.2
551,8/24/2025,Madrid,Samsung,Galaxy A54,5,596.79,2983.95
552,7/25/2023,Andalucia,Motorola,Edge 40,2,971.08,1942.16
553,3/25/2024,Madrid,Xiaomi,Poco X5,5,1208.13,6040.65
554,12/27/2023,Andalucia,OPPO,Find X5,2,890.65,1781.3
555,12/21/2024,Madrid,Xiaomi,Poco X5,5,854.51,4272.55
556,9/24/2024,Castilla La Mancha,Motorola,Edge 40,2,763.05,1526.1
557,3/24/2024,Valencia,Samsung,Galaxy S21,1,808.06,808.06
558,9/25/2023,Valencia,Samsung,Galaxy A54,3,1046.17,3138.51
559,10/30/2023,Madrid,Xiaomi,Redmi Note 12,5,1030.87,5154.35
560,5/29/2023,Castilla y Leon,Apple,iPhone 13,3,1030.67,3092.01
561,11/20/2024,Cataluña,OPPO,A78,3,553.25,1659.75
562,9/24/2025,Pais Vasco,Apple,iPhone 15,3,367.75,1103.25
563,4/2/2024,Castilla y Leon,Motorola,Razr 40,5,1168.07,5840.35
564,9/18/2023,Galicia,OPPO,Find X5,2,1061.04,2122.08
565,1/8/2024,Madrid,Motorola,G82,5,547.77,2738.85
566,10/13/2025,Cataluña,Motorola,Edge 40,2,563.96,1127.92
567,10/16/2024,Castilla y Leon,Samsung,Galaxy S21,2,945.23,1890.46
568,7/3/2025,Castilla y Leon,Samsung,Galaxy Z Flip,1,481.52,481.52
569,12/18/2024,Cataluña,Apple,iPhone 15,3,1133.78,3401.34
570,6/16/2025,Pais Vasco,Samsung,Galaxy S21,4,1361.38,5445.52
571,12/20/2024,Pais Vasco,OPPO,Find X5,5,619.18,3095.9
572,11/30/2023,Valencia,OPPO,A78,4,242.14,968.56
573,10/14/2024,Madrid,Samsung,Galaxy A54,3,1339.58,4018.74
574,2/7/2025,Andalucia,Samsung,Galaxy A54,2,1064.98,2129.96
575,9/15/2025,Castilla y Leon,Motorola,Edge 40,1,689.15,689.15
576,11/18/2023,Pais Vasco,Apple,iPhone 15,1,276.57,276.57
577,6/27/2024,Pais Vasco,Apple,iPhone 13,3,521.75,1565.25
578,10/2/2025,Pais Vasco,Samsung,Galaxy S21,2,218.13,436.26
579,8/26/2024,Cataluña,Samsung,Galaxy A54,5,750.41,3752.05
580,12/16/2023,Valencia,Samsung,Galaxy S21,3,1371.32,4113.96
581,3/25/2025,Galicia,OPPO,Reno 8,4,761.37,3045.48
582,1/14/2024,Pais Vasco,Xiaomi,Redmi Note 12,3,1256.87,3770.61
583,4/2/2023,Castilla La Mancha,Xiaomi,Redmi Note 12,3,699.68,2099.04
584,5/7/2023,Galicia,Xiaomi,Redmi Note 12,2,1090.29,2180.58
585,4/27/2025,Castilla y Leon,Samsung,Galaxy S21,5,434.39,2171.95
586,8/30/2025,Pais Vasco,Samsung,Galaxy A54,5,1252.07,6260.35
587,3/19/2025,Cataluña,OPPO,Find X5,1,777.63,777.63
588,9/4/2023,Andalucia,Motorola,Razr 40,4,366.1,1464.4
589,9/16/2023,Valencia,Apple,iPhone 13,1,679.22,679.22
590,6/12/2024,Andalucia,OPPO,Reno 8,3,1288.51,3865.53
591,3/24/2025,Pais Vasco,Samsung,Galaxy S21,5,557.66,2788.3
592,1/26/2023,Castilla La Mancha,Xiaomi,Poco X5,5,884.47,4422.35
593,11/3/2023,Pais Vasco,OPPO,Reno 8,2,858.24,1716.48
594,7/26/2023,Cataluña,Motorola,Edge 40,3,1234.34,3703.02
595,2/23/2025,Galicia,Xiaomi,Mi 11,4,865.03,3460.12
596,7/18/2024,Andalucia,OPPO,Reno 8,4,329.82,1319.28
597,3/21/2023,Pais Vasco,Motorola,Razr 40,4,1261.97,5047.88
598,4/11/2023,Valencia,Xiaomi,Poco X5,4,1301.04,5204.16
599,9/12/2024,Castilla y Leon,Xiaomi,Redmi Note 12,3,500.43,1501.29
600,4/11/2024,Cataluña,OPPO,A78,2,525.6,1051.2
601,5/3/2025,Galicia,OPPO,Find X5,5,956.94,4784.7
602,4/13/2025,Valencia,Apple,iPhone 14,4,1099.37,4397.48
603,5/15/2023,Andalucia,Xiaomi,Redmi Note 12,3,1036.96,3110.88
604,12/22/2023,Madrid,OPPO,Reno 8,2,1243.98,2487.96
605,3/9/2023,Valencia,Apple,iPhone 13,4,213.2,852.8
606,7/15/2024,Valencia,Xiaomi,Poco X5,3,1179.38,3538.14
607,3/4/2023,Cataluña,Motorola,G82,2,615.58,1231.16
608,8/29/2025,Andalucia,Motorola,G82,5,839.17,4195.85
609,7/5/2023,Galicia,Xiaomi,Redmi Note 12,3,184.31,552.93
610,3/29/2024,Valencia,Samsung,Galaxy S21,2,997.12,1994.24
611,11/17/2025,Pais Vasco,Xiaomi,Poco X5,1,1230.79,1230.79
612,12/21/2023,Andalucia,Samsung,Galaxy A54,5,1151.08,5755.4
613,7/17/2024,Galicia,Apple,iPhone 14,4,1269.35,5077.4
614,3/22/2024,Galicia,Xiaomi,Mi 11,4,527.68,2110.72
615,7/29/2023,Pais Vasco,Motorola,Razr 40,1,789.39,789.39
616,9/3/2024,Galicia,Xiaomi,Poco X5,1,752.17,752.17
617,7/21/2024,Castilla y Leon,Xiaomi,Mi 11,3,970.15,2910.45
618,11/25/2025,Andalucia,Xiaomi,Redmi Note 12,2,1274.61,2549.22
619,10/14/2023,Castilla y Leon,Motorola,G82,1,969.25,969.25
620,4/8/2025,Pais Vasco,Xiaomi,Mi 11,4,1070.92,4283.68
621,12/3/2024,Valencia,Motorola,Razr 40,2,1007.9,2015.8
622,11/4/2025,Castilla y Leon,OPPO,A78,3,1206.77,3620.31
623,7/19/2023,Galicia,Motorola,Edge 40,4,309.93,1239.72
624,11/18/2024,Andalucia,Xiaomi,Poco X5,1,427.82,427.82
625,5/11/2025,Galicia,Apple,iPhone 15,3,614.6,1843.8
626,8/30/2023,Castilla La Mancha,Motorola,G82,4,217.1,868.4
627,8/25/2025,Cataluña,Motorola,Razr 40,2,775.6,1551.2
628,4/26/2025,Galicia,OPPO,A78,1,1238.56,1238.56
629,12/2/2024,Valencia,Apple,iPhone 13,4,1383.99,5535.96
630,1/5/2024,Castilla y Leon,OPPO,Reno 8,1,759.48,759.48
631,1/10/2023,Madrid,Apple,iPhone 14,4,491.91,1967.64
632,9/29/2025,Andalucia,Apple,iPhone 15,1,311.76,311.76
633,4/6/2025,Pais Vasco,OPPO,A78,4,1356.66,5426.64
634,12/29/2025,Madrid,OPPO,Reno 8,2,1063.32,2126.64
635,2/6/2023,Valencia,Samsung,Galaxy A54,1,933.36,933.36
636,10/1/2024,Castilla y Leon,Apple,iPhone 13,2,278.39,556.78
637,12/9/2023,Galicia,Motorola,Razr 40,1,1179.8,1179.8
638,12/1/2025,Castilla La Mancha,Xiaomi,Mi 11,5,805.15,4025.75
639,12/2/2024,Andalucia,OPPO,A78,4,599.06,2396.24
640,2/9/2023,Pais Vasco,Apple,iPhone 13,2,430.4,860.8
641,10/30/2025,Madrid,Apple,iPhone 13,2,303.95,607.9
642,12/31/2025,Galicia,Samsung,Galaxy A54,5,210.73,1053.65
643,2/10/2023,Cataluña,Samsung,Galaxy Z Flip,1,1012.19,1012.19
644,9/11/2023,Pais Vasco,OPPO,Find X5,5,465.92,2329.6
645,9/8/2024,Madrid,Apple,iPhone 13,4,977.08,3908.32
646,5/7/2025,Andalucia,Motorola,G82,1,789.48,789.48
647,8/22/2023,Galicia,Motorola,Edge 40,1,772.17,772.17
648,12/7/2025,Galicia,Motorola,Edge 40,2,597.4,1194.8
649,3/22/2023,Andalucia,OPPO,Find X5,5,770.44,3852.2
650,11/8/2024,Castilla La Mancha,Apple,iPhone 15,2,153.42,306.84
651,11/2/2023,Castilla La Mancha,Samsung,Galaxy S21,1,1124.41,1124.41
652,6/8/2024,Cataluña,Samsung,Galaxy Z Flip,2,720.94,1441.88
653,4/13/2023,Castilla La Mancha,Xiaomi,Mi 11,1,1166.47,1166.47
654,10/2/2024,Castilla y Leon,Samsung,Galaxy A54,4,1073.18,4292.72
655,10/11/2023,Madrid,Samsung,Galaxy S21,2,560.83,1121.66
656,7/10/2023,Galicia,OPPO,A78,3,1168.71,3506.13
657,3/30/2025,Pais Vasco,Apple,iPhone 13,4,489.79,1959.16
658,5/13/2025,Castilla La Mancha,OPPO,A78,2,291.32,582.64
659,5/2/2025,Cataluña,Samsung,Galaxy S21,5,753.34,3766.7
660,1/7/2024,Castilla La Mancha,Motorola,Razr 40,5,624.69,3123.45
661,9/25/2023,Madrid,Xiaomi,Poco X5,4,1300.5,5202
662,4/5/2023,Castilla La Mancha,Samsung,Galaxy A54,1,477.02,477.02
663,11/23/2024,Valencia,Xiaomi,Redmi Note 12,5,803.88,4019.4
664,5/24/2024,Pais Vasco,Motorola,Edge 40,4,582.19,2328.76
665,1/24/2023,Madrid,OPPO,Reno 8,2,781.96,1563.92
666,6/3/2023,Andalucia,OPPO,Find X5,4,550.79,2203.16
667,11/4/2025,Madrid,Xiaomi,Mi 11,2,838.12,1676.24
668,6/11/2023,Valencia,OPPO,Find X5,4,705.24,2820.96
669,10/17/2025,Cataluña,Motorola,G82,4,545.08,2180.32
670,7/30/2023,Madrid,OPPO,A78,4,665.42,2661.68
671,7/6/2023,Madrid,Motorola,Razr 40,5,1353.96,6769.8
672,7/23/2025,Valencia,Xiaomi,Poco X5,3,604.18,1812.54
673,11/10/2024,Castilla La Mancha,Samsung,Galaxy S21,5,1109.27,5546.35
674,7/15/2025,Castilla y Leon,Motorola,G82,1,271.8,271.8
675,12/28/2024,Castilla y Leon,Apple,iPhone 13,3,834.61,2503.83
676,4/4/2023,Cataluña,Xiaomi,Poco X5,2,765.53,1531.06
677,2/6/2024,Galicia,OPPO,Reno 8,2,300.93,601.86
678,1/26/2024,Castilla La Mancha,OPPO,Reno 8,3,284.71,854.13
679,7/11/2025,Cataluña,OPPO,Reno 8,4,973.07,3892.28
680,1/9/2023,Castilla La Mancha,Motorola,Edge 40,5,1070.27,5351.35
681,11/7/2025,Castilla La Mancha,Motorola,G82,2,1014.77,2029.54
682,8/1/2023,Andalucia,Apple,iPhone 15,4,971.9,3887.6
683,5/7/2025,Pais Vasco,Motorola,G82,5,1294.89,6474.45
684,12/3/2024,Pais Vasco,Apple,iPhone 14,3,716.06,2148.18
685,11/15/2025,Pais Vasco,Apple,iPhone 13,3,1203.84,3611.52
686,2/16/2024,Valencia,Motorola,G82,2,930.21,1860.42
687,9/29/2023,Castilla y Leon,Xiaomi,Poco X5,2,779.87,1559.74
688,12/22/2024,Cataluña,Xiaomi,Poco X5,5,750.46,3752.3
689,12/29/2025,Pais Vasco,Motorola,Razr 40,3,1246.85,3740.55
690,2/21/2023,Cataluña,OPPO,Reno 8,4,331.66,1326.64
691,11/26/2023,Galicia,Samsung,Galaxy S21,3,1004.24,3012.72
692,2/22/2024,Galicia,Apple,iPhone 13,5,190.38,951.9
693,3/7/2025,Valencia,OPPO,Reno 8,2,788.65,1577.3
694,2/20/2025,Madrid,Xiaomi,Poco X5,4,670.71,2682.84
695,1/27/2023,Madrid,Xiaomi,Poco X5,3,403.86,1211.58
696,2/7/2024,Castilla y Leon,OPPO,Reno 8,2,517.72,1035.44
697,1/18/2024,Cataluña,Apple,iPhone 15,2,1068.85,2137.7
698,5/27/2025,Madrid,Samsung,Galaxy A54,3,845.75,2537.25
699,1/12/2023,Galicia,Apple,iPhone 13,3,732.91,2198.73
700,10/22/2024,Andalucia,Apple,iPhone 13,5,213.57,1067.85
701,10/1/2025,Galicia,Motorola,Razr 40,5,837.7,4188.5
702,12/12/2025,Castilla y Leon,Samsung,Galaxy Z Flip,2,1346.23,2692.46
703,5/1/2025,Andalucia,Motorola,Edge 40,5,821.29,4106.45
704,3/12/2024,Valencia,Samsung,Galaxy A54,3,563.83,1691.49
705,1/19/2023,Castilla La Mancha,Xiaomi,Redmi Note 12,1,986.17,986.17
706,3/23/2023,Valencia,OPPO,Reno 8,3,626.72,1880.16
707,8/2/2024,Galicia,Samsung,Galaxy A54,1,1289.17,1289.17
708,9/23/2025,Castilla La Mancha,Xiaomi,Poco X5,1,520.54,520.54
709,7/16/2023,Cataluña,Apple,iPhone 14,2,1364.54,2729.08
710,5/15/2023,Madrid,Motorola,Razr 40,2,987.92,1975.84
711,8/1/2023,Pais Vasco,Apple,iPhone 15,2,822.19,1644.38
712,11/11/2023,Cataluña,OPPO,A78,1,724.03,724.03
713,5/31/2023,Cataluña,Xiaomi,Redmi Note 12,1,372.49,372.49
714,4/11/2024,Cataluña,Xiaomi,Poco X5,3,659.54,1978.62
715,6/5/2025,Pais Vasco,OPPO,A78,3,171.11,513.33
716,5/10/2023,Madrid,Samsung,Galaxy Z Flip,5,206.9,1034.5
717,8/16/2024,Cataluña,Samsung,Galaxy A54,3,908.21,2724.63
718,3/20/2025,Pais Vasco,Xiaomi,Mi 11,1,742.48,742.48
719,3/11/2025,Andalucia,Motorola,Edge 40,5,518.72,2593.6
720,1/23/2023,Castilla y Leon,Apple,iPhone 14,5,1243.46,6217.3
721,1/11/2023,Madrid,Apple,iPhone 13,5,895.82,4479.1
722,9/16/2024,Cataluña,Motorola,Razr 40,2,1085.37,2170.74
723,11/15/2025,Pais Vasco,Xiaomi,Redmi Note 12,2,351.19,702.38
724,2/2/2024,Galicia,Apple,iPhone 15,1,376.7,376.7
725,5/30/2023,Castilla La Mancha,Motorola,Edge 40,3,989.61,2968.83
726,9/24/2025,Valencia,Xiaomi,Redmi Note 12,3,596.42,1789.26
